record_id	record_name	field	url	outcome	http_status	final_url	content_type	page_title	error	checked_at
asa-agentclinic	AgentClinic	sources[1]	https://github.com/SamuelSchmidgall/AgentClinic	reachable	206	https://github.com/SamuelSchmidgall/AgentClinic	text/html	GitHub - SamuelSchmidgall/AgentClinic: Agent benchmark for medical diagnosis · GitHub		2026-08-13T09:26:50+00:00
asa-agentd	AgentD	paper_links[0]	https://pubs.acs.org/doi/10.1021/acs.jcim.5c02454	restricted	403	https://pubs.acs.org/doi/10.1021/acs.jcim.5c02454	text/html	Just a moment...	HTTPError	2026-08-13T09:27:56+00:00
asa-agentd	AgentD	repo_links[0]	https://github.com/hoon-ock/AgentD	reachable	206	https://github.com/hoon-ock/AgentD	text/html	GitHub - hoon-ock/AgentD: llm agent for drug discovery · GitHub		2026-08-13T09:27:17+00:00
asa-agentd	AgentD	sources[0]	https://github.com/hoon-ock/AgentD	reachable	206	https://github.com/hoon-ock/AgentD	text/html	GitHub - hoon-ock/AgentD: llm agent for drug discovery · GitHub		2026-08-13T09:27:17+00:00
asa-agentd	AgentD	sources[1]	https://pubs.acs.org/doi/10.1021/acs.jcim.5c02454	restricted	403	https://pubs.acs.org/doi/10.1021/acs.jcim.5c02454	text/html	Just a moment...	HTTPError	2026-08-13T09:27:56+00:00
asa-agenteye	AgentEYE	paper_links[0]	https://doi.org/10.1016/j.xcrm.2026.102969	reachable	200	https://linkinghub.elsevier.com/retrieve/pii/S2666379126003861	text/html	Redirecting		2026-08-13T09:26:06+00:00
asa-agenteye	AgentEYE	repo_links[0]	https://github.com/OpenMedAILab/AgentEYE	reachable	206	https://github.com/OpenMedAILab/AgentEYE	text/html	GitHub - OpenMedAILab/AgentEYE · GitHub		2026-08-13T09:26:44+00:00
asa-agenteye	AgentEYE	sources[0]	https://doi.org/10.1016/j.xcrm.2026.102969	reachable	200	https://linkinghub.elsevier.com/retrieve/pii/S2666379126003861	text/html	Redirecting		2026-08-13T09:26:06+00:00
asa-agenteye	AgentEYE	sources[1]	https://github.com/OpenMedAILab/AgentEYE	reachable	206	https://github.com/OpenMedAILab/AgentEYE	text/html	GitHub - OpenMedAILab/AgentEYE · GitHub		2026-08-13T09:26:44+00:00
asa-agenteye	AgentEYE	sources[2]	https://pubmed.ncbi.nlm.nih.gov/42556343/	restricted	403	https://pubmed.ncbi.nlm.nih.gov/42556343/	text/html	403	HTTPError	2026-08-13T09:27:56+00:00
asa-agentic-science-survey-and-list	Agentic Science survey and list	paper_links[0]	https://arxiv.org/abs/2508.14111	reachable	206	https://arxiv.org/abs/2508.14111	text/html	[2508.14111] From AI for Science to Agentic Science: A Survey on Autonomous Scientific Discovery		2026-08-13T09:25:58+00:00
asa-agentic-science-survey-and-list	Agentic Science survey and list	repo_links[0]	https://github.com/AgenticScience/Awesome-Agent-Scientists	reachable	206	https://github.com/AgenticScience/Awesome-Agent-Scientists	text/html	GitHub - AgenticScience/Awesome-Agent-Scientists: Paper list of agent for science · GitHub		2026-08-13T09:26:11+00:00
asa-agentic-science-survey-and-list	Agentic Science survey and list	sources[0]	https://arxiv.org/abs/2508.14111	reachable	206	https://arxiv.org/abs/2508.14111	text/html	[2508.14111] From AI for Science to Agentic Science: A Survey on Autonomous Scientific Discovery		2026-08-13T09:25:58+00:00
asa-agentic-science-survey-and-list	Agentic Science survey and list	sources[1]	https://github.com/AgenticScience/Awesome-Agent-Scientists	reachable	206	https://github.com/AgenticScience/Awesome-Agent-Scientists	text/html	GitHub - AgenticScience/Awesome-Agent-Scientists: Paper list of agent for science · GitHub		2026-08-13T09:26:11+00:00
asa-agentmd	AgentMD	paper_links[0]	https://pmc.ncbi.nlm.nih.gov/articles/PMC12549800/	reachable	200	https://pmc.ncbi.nlm.nih.gov/articles/PMC12549800/	text/html	AgentMD: Empowering language agents for risk prediction with large-scale clinical tool learning - PMC		2026-08-13T09:27:55+00:00
asa-agentmd	AgentMD	repo_links[0]	https://github.com/ncbi-nlp/Clinical-Tool-Learning	reachable	206	https://github.com/ncbi-nlp/Clinical-Tool-Learning	text/html	GitHub - ncbi-nlp/Clinical-Tool-Learning · GitHub		2026-08-13T09:27:29+00:00
asa-agentmd	AgentMD	sources[0]	https://github.com/ncbi-nlp/Clinical-Tool-Learning	reachable	206	https://github.com/ncbi-nlp/Clinical-Tool-Learning	text/html	GitHub - ncbi-nlp/Clinical-Tool-Learning · GitHub		2026-08-13T09:27:29+00:00
asa-agentmd	AgentMD	sources[1]	https://pmc.ncbi.nlm.nih.gov/articles/PMC12549800/	reachable	200	https://pmc.ncbi.nlm.nih.gov/articles/PMC12549800/	text/html	AgentMD: Empowering language agents for risk prediction with large-scale clinical tool learning - PMC		2026-08-13T09:27:55+00:00
asa-agentrx	AgentRx	paper_links[0]	https://arxiv.org/abs/2605.10286	reachable	206	https://arxiv.org/abs/2605.10286	text/html	[2605.10286] AgentRx: A Benchmark Study of LLM Agents for Multimodal Clinical Prediction Tasks		2026-08-13T09:26:03+00:00
asa-agentrx	AgentRx	sources[0]	https://arxiv.org/abs/2605.10286	reachable	206	https://arxiv.org/abs/2605.10286	text/html	[2605.10286] AgentRx: A Benchmark Study of LLM Agents for Multimodal Clinical Prediction Tasks		2026-08-13T09:26:03+00:00
asa-agentrxiv	AgentRxiv	paper_links[0]	https://arxiv.org/abs/2503.18102	reachable	206	https://arxiv.org/abs/2503.18102	text/html	[2503.18102] AgentRxiv: Towards Collaborative Autonomous Research		2026-08-13T09:25:55+00:00
asa-agentrxiv	AgentRxiv	repo_links[0]	https://github.com/SamuelSchmidgall/AgentLaboratory	reachable	206	https://github.com/SamuelSchmidgall/AgentLaboratory	text/html	GitHub - SamuelSchmidgall/AgentLaboratory: Agent Laboratory is an end-to-end autonomous research workflow meant to assist you as the human researcher toward implementing your research ideas · GitHub		2026-08-13T09:26:50+00:00
asa-agentrxiv	AgentRxiv	sources[0]	https://arxiv.org/abs/2503.18102	reachable	206	https://arxiv.org/abs/2503.18102	text/html	[2503.18102] AgentRxiv: Towards Collaborative Autonomous Research		2026-08-13T09:25:55+00:00
asa-agentrxiv	AgentRxiv	sources[1]	https://github.com/SamuelSchmidgall/AgentLaboratory	reachable	206	https://github.com/SamuelSchmidgall/AgentLaboratory	text/html	GitHub - SamuelSchmidgall/AgentLaboratory: Agent Laboratory is an end-to-end autonomous research workflow meant to assist you as the human researcher toward implementing your research ideas · GitHub		2026-08-13T09:26:50+00:00
asa-agon	Agon	paper_links[0]	https://arxiv.org/abs/2606.24177	reachable	206	https://arxiv.org/abs/2606.24177	text/html	[2606.24177] Agon: An Autonomous Large-Scale Omnidisciplinary Research System Built on Prompt Economy		2026-08-13T09:26:04+00:00
asa-agon	Agon	repo_links[0]	https://github.com/AutoResearch-Factory/Agon	reachable	206	https://github.com/AutoResearch-Factory/Agon	text/html	GitHub - AutoResearch-Factory/Agon: Claude Code plugin for autonomous AI research — multi-agent loops take a bare topic all the way to running experiments, with no human-written experimental code. · GitHub		2026-08-13T09:26:12+00:00
asa-agon	Agon	sources[0]	https://arxiv.org/abs/2606.24177	reachable	206	https://arxiv.org/abs/2606.24177	text/html	[2606.24177] Agon: An Autonomous Large-Scale Omnidisciplinary Research System Built on Prompt Economy		2026-08-13T09:26:04+00:00
asa-agon	Agon	sources[1]	https://github.com/AutoResearch-Factory/Agon	reachable	206	https://github.com/AutoResearch-Factory/Agon	text/html	GitHub - AutoResearch-Factory/Agon: Claude Code plugin for autonomous AI research — multi-agent loops take a bare topic all the way to running experiments, with no human-written experimental code. · GitHub		2026-08-13T09:26:12+00:00
asa-ahois	AHOIS	paper_links[0]	https://arxiv.org/abs/2606.26722	reachable	206	https://arxiv.org/abs/2606.26722	text/html	[2606.26722] Socratic agents for autonomous scientific discovery in high-dimensional physical systems		2026-08-13T09:26:04+00:00
asa-ahois	AHOIS	sources[0]	https://arxiv.org/abs/2606.26722	reachable	206	https://arxiv.org/abs/2606.26722	text/html	[2606.26722] Socratic agents for autonomous scientific discovery in high-dimensional physical systems		2026-08-13T09:26:04+00:00
asa-ai-agents-for-variational-quantum-circuit-design	AI Agents for Variational Quantum Circuit Design	paper_links[0]	https://arxiv.org/abs/2602.19387	reachable	206	https://arxiv.org/abs/2602.19387	text/html	[2602.19387] AI Agents for Variational Quantum Circuit Design		2026-08-13T09:26:00+00:00
asa-ai-agents-for-variational-quantum-circuit-design	AI Agents for Variational Quantum Circuit Design	sources[0]	https://arxiv.org/abs/2602.19387	reachable	206	https://arxiv.org/abs/2602.19387	text/html	[2602.19387] AI Agents for Variational Quantum Circuit Design		2026-08-13T09:26:00+00:00
asa-ai-cfd-scientist	AI CFD Scientist	paper_links[0]	https://arxiv.org/abs/2605.06607	reachable	206	https://arxiv.org/abs/2605.06607	text/html	[2605.06607] AI CFD Scientist: Toward Open-Ended Computational Fluid Dynamics Discovery with Physics-Aware AI Agents		2026-08-13T09:26:03+00:00
asa-ai-cfd-scientist	AI CFD Scientist	repo_links[0]	https://github.com/csml-rpi/AI-CFD-Scientist	reachable	206	https://github.com/csml-rpi/AI-CFD-Scientist	text/html	GitHub - csml-rpi/AI-CFD-Scientist · GitHub		2026-08-13T09:27:09+00:00
asa-ai-cfd-scientist	AI CFD Scientist	sources[0]	https://arxiv.org/abs/2605.06607	reachable	206	https://arxiv.org/abs/2605.06607	text/html	[2605.06607] AI CFD Scientist: Toward Open-Ended Computational Fluid Dynamics Discovery with Physics-Aware AI Agents		2026-08-13T09:26:03+00:00
asa-ai-cfd-scientist	AI CFD Scientist	sources[1]	https://github.com/csml-rpi/AI-CFD-Scientist	reachable	206	https://github.com/csml-rpi/AI-CFD-Scientist	text/html	GitHub - csml-rpi/AI-CFD-Scientist · GitHub		2026-08-13T09:27:09+00:00
asa-ai-cosmologist	AI Cosmologist	paper_links[0]	https://arxiv.org/abs/2504.03424	reachable	206	https://arxiv.org/abs/2504.03424	text/html	[2504.03424] The AI Cosmologist I: An Agentic System for Automated Data Analysis		2026-08-13T09:25:56+00:00
asa-ai-cosmologist	AI Cosmologist	repo_links[0]	https://github.com/adammoss/aicosmologist	reachable	206	https://github.com/adammoss/aicosmologist	text/html	GitHub - adammoss/aicosmologist · GitHub		2026-08-13T09:26:57+00:00
asa-ai-cosmologist	AI Cosmologist	sources[0]	https://arxiv.org/abs/2504.03424	reachable	206	https://arxiv.org/abs/2504.03424	text/html	[2504.03424] The AI Cosmologist I: An Agentic System for Automated Data Analysis		2026-08-13T09:25:56+00:00
asa-ai-cosmologist	AI Cosmologist	sources[1]	https://github.com/adammoss/aicosmologist	reachable	206	https://github.com/adammoss/aicosmologist	text/html	GitHub - adammoss/aicosmologist · GitHub		2026-08-13T09:26:57+00:00
asa-ai-cuda-engineer-sakana	AI CUDA Engineer (Sakana)	paper_links[0]	https://sakana.ai/ai-cuda-engineer/	reachable	206	https://sakana.ai/ai-cuda-engineer/	text/html	Towards Robust Agentic CUDA Kernel Benchmarking, Verification, and Optimization		2026-08-13T09:27:56+00:00
asa-ai-cuda-engineer-sakana	AI CUDA Engineer (Sakana)	repo_links[0]	https://huggingface.co/datasets/SakanaAI/AI-CUDA-Engineer-Archive	reachable	200	https://huggingface.co/datasets/SakanaAI/AI-CUDA-Engineer-Archive	text/html	SakanaAI/AI-CUDA-Engineer-Archive · Datasets at Hugging Face		2026-08-13T09:27:54+00:00
asa-ai-cuda-engineer-sakana	AI CUDA Engineer (Sakana)	sources[0]	https://huggingface.co/datasets/SakanaAI/AI-CUDA-Engineer-Archive	reachable	200	https://huggingface.co/datasets/SakanaAI/AI-CUDA-Engineer-Archive	text/html	SakanaAI/AI-CUDA-Engineer-Archive · Datasets at Hugging Face		2026-08-13T09:27:54+00:00
asa-ai-cuda-engineer-sakana	AI CUDA Engineer (Sakana)	sources[1]	https://sakana.ai/ai-cuda-engineer/	reachable	206	https://sakana.ai/ai-cuda-engineer/	text/html	Towards Robust Agentic CUDA Kernel Benchmarking, Verification, and Optimization		2026-08-13T09:27:56+00:00
asa-ai-hope	AI-HOPE	paper_links[0]	https://academic.oup.com/bioinformatics/article/41/7/btaf359/8169327	restricted	403	https://academic.oup.com/bioinformatics/article/41/7/btaf359/8169327	text/html	Just a moment...	HTTPError	2026-08-13T09:25:53+00:00
asa-ai-hope	AI-HOPE	repo_links[0]	https://github.com/Velazquez-Villarreal-Lab/AI-HOPE	reachable	206	https://github.com/Velazquez-Villarreal-Lab/AI-HOPE	text/html	GitHub - Velazquez-Villarreal-Lab/AI-HOPE · GitHub		2026-08-13T09:26:52+00:00
asa-ai-hope	AI-HOPE	sources[0]	https://academic.oup.com/bioinformatics/article/41/7/btaf359/8169327	restricted	403	https://academic.oup.com/bioinformatics/article/41/7/btaf359/8169327	text/html	Just a moment...	HTTPError	2026-08-13T09:25:53+00:00
asa-ai-hope	AI-HOPE	sources[1]	https://github.com/Velazquez-Villarreal-Lab/AI-HOPE	reachable	206	https://github.com/Velazquez-Villarreal-Lab/AI-HOPE	text/html	GitHub - Velazquez-Villarreal-Lab/AI-HOPE · GitHub		2026-08-13T09:26:52+00:00
asa-ai-mandel	AI-Mandel	paper_links[0]	https://arxiv.org/abs/2511.11752	reachable	206	https://arxiv.org/abs/2511.11752	text/html	[2511.11752] Towards autonomous quantum physics research using LLM agents with access to intelligent tools		2026-08-13T09:25:59+00:00
asa-ai-mandel	AI-Mandel	repo_links[0]	https://github.com/artificial-scientist-lab/ai-mandel	reachable	206	https://github.com/artificial-scientist-lab/ai-mandel	text/html	GitHub - artificial-scientist-lab/ai-mandel: Towards autonomous quantum physics research using LLM agents with access to intelligent tools · GitHub		2026-08-13T09:27:04+00:00
asa-ai-mandel	AI-Mandel	sources[0]	https://arxiv.org/abs/2511.11752	reachable	206	https://arxiv.org/abs/2511.11752	text/html	[2511.11752] Towards autonomous quantum physics research using LLM agents with access to intelligent tools		2026-08-13T09:25:59+00:00
asa-ai-mandel	AI-Mandel	sources[1]	https://github.com/artificial-scientist-lab/ai-mandel	reachable	206	https://github.com/artificial-scientist-lab/ai-mandel	text/html	GitHub - artificial-scientist-lab/ai-mandel: Towards autonomous quantum physics research using LLM agents with access to intelligent tools · GitHub		2026-08-13T09:27:04+00:00
asa-ai-native-autonomous-biofoundry	AI-native autonomous biofoundry	paper_links[0]	https://www.biorxiv.org/content/10.64898/2026.02.01.703093v1	reachable	206	https://www.biorxiv.org/content/10.64898/2026.02.01.703093v1	text/html	An AI-Native Biofoundry for Autonomous Enzyme Engineering: Integrating Active Learning with Automated Experimentation | bioRxiv		2026-08-13T09:27:59+00:00
asa-ai-native-autonomous-biofoundry	AI-native autonomous biofoundry	sources[0]	https://www.biorxiv.org/content/10.64898/2026.02.01.703093v1	reachable	206	https://www.biorxiv.org/content/10.64898/2026.02.01.703093v1	text/html	An AI-Native Biofoundry for Autonomous Enzyme Engineering: Integrating Active Learning with Automated Experimentation | bioRxiv		2026-08-13T09:27:59+00:00
asa-ai-newton	AI-Newton	paper_links[0]	https://arxiv.org/abs/2504.01538	reachable	206	https://arxiv.org/abs/2504.01538	text/html	[2504.01538] AI-Newton: A Concept-Driven Physical Law Discovery System without Prior Physical Knowledge		2026-08-13T09:25:56+00:00
